anchor_img,pos_img,pos_url,supercat,rank_img_only,rank_with_attrs,delta_rank
dataset_mango/images/f9ba19d85c6b88e033b9e3c4a9708ecf.jpg,dataset_mango/images/753491c6ea646820705e10660361d492.jpg,https://shop.mango.com/fr/fr/p/femme/pulls-et-cardigans/pull/pull-over-laine-col-montant_17006358,hauts_maille,24,28,-4
dataset_mango/images/b42b89f1c7e67a6aa2ff963d39bc8f5e.jpg,dataset_mango/images/c2edf539cc52f678615073a1e53d4755.jpg,https://shop.mango.com/fr/fr/p/teen/bijoux/boucles-doreilles-goutte_17023812,autres,36,40,-4
dataset_mango/images/f9ba19d85c6b88e033b9e3c4a9708ecf.jpg,dataset_mango/images/b9c17502ae71d6114de58a888a922040.jpg,https://shop.mango.com/fr/fr/p/femme/chaussure/chaussures-vernies-talon-kitten-heel_17092920,chaussures,5,8,-3
dataset_mango/images/f9ba19d85c6b88e033b9e3c4a9708ecf.jpg,dataset_mango/images/e1b26dd0787622dd74846c4fbe355428.jpg,https://shop.mango.com/fr/fr/p/femme/plus-daccessoires/chaussettes/collants-voiles-fins_17085991,hauts_maille,18,20,-2
dataset_mango/images/e3963808b611f241ea8fdb82bb823c0f.jpg,dataset_mango/images/6a37c94736b22526df7d3b9128128527.jpg,https://shop.mango.com/fr/fr/p/femme/pulls-et-cardigans/pull/pull-over-bi-matiere_17005821,hauts_maille,7,9,-2
